site_date_key,Mangrove,Spartina,edge_man,edge_mar,edge_l.mangrove,edge_l.marsh,land_water_ratio,fetch_distance,site_type,Spill Bank,Other
da248fc9,0.0137409060553584,0.350374505289185,0.0137409060553584,0.350374505289185,0.037737776614888,0.9622622233851118,0.4118672994325899,2.131005229963722,marsh,,
124ad590,0.0489732300990256,0.0091737168967612,0.0489732300990256,0.0091737168967612,0.842232182930844,0.157767817069156,0.3105804749480037,369.8759049294739,mangrove,,
77d490c5,0.1215738159960707,0.0400913894920225,0.1215738159960707,0.0400913894920225,0.7520097823710417,0.2479902176289583,0.2671993369336597,12.646738575366497,mangrove,,
7b9bfc39,0.4363403440314429,0.0008502963427611,0.4363403440314429,0.0008502963427611,0.9980550902415628,0.0019449097584371,0.468469128719936,0.0,mangrove,,
c5ec5e0f,0.0544663560909114,0.088038670172195,0.0544663560909114,0.088038670172195,0.3822065615450671,0.6177934384549328,0.1427482757860488,0.0,mixed,,
05244dc3,0.1815607614490614,0.0562037963788885,0.1815607614490614,0.0562037963788885,0.7636157512611343,0.2363842487388656,0.7008055852434305,0.0,mangrove,0.0437249074996028,
0d2059f3,0.0119241361423671,0.460909461049888,0.0119241361423671,0.460909461049888,0.0252184620830121,0.974781537916988,0.6004985064100589,11.597734172272965,marsh,,
22dc2bdf,0.0023070638712745,0.5235230926420065,0.0023070638712745,0.5235230926420065,0.0043874696852162,0.9956125303147836,0.6555108599068509,0.0,marsh,,
f7bb8461,0.0218748307870973,0.4300359715730081,0.0218748307870973,0.4300359715730081,0.0484051956112931,0.9515948043887068,0.5961107871185696,32.12046272676752,marsh,,
4cb86d8e,0.0050771722789409,0.2089185712154891,0.0050771722789409,0.2089185712154891,0.0237255760139596,0.9762744239860404,0.250335480218757,2.291521799591838,marsh,,0.0
b7d69942,0.0013537677266569,0.3363357285618223,0.0013537677266569,0.3363357285618223,0.0040089127483564,0.9959910872516436,0.3692704761833764,185.2946096587261,marsh,,0.0
f3f8f037,0.0002191009548556,0.2807099940820288,0.0002191009548556,0.2807099940820288,0.0007799154972782,0.9992200845027218,0.2917257727309241,82.97889412216557,marsh,,9.592699541457009e-06
