site_date_key,Mangrove,Spartina,Spill Bank,edge_man,edge_mar,edge_l.mangrove,edge_l.marsh,land_water_ratio,fetch_distance,site_type,unclassified,Other
a45372ac,0.2624304906829687,0.028049265786399,0.0,0.2624304906829687,0.028049265786399,0.9034381392792272,0.0965618607207727,0.569475125871949,0.0,mangrove,,
54b8fc49,0.0145773705704102,0.134622091621253,,0.0145773705704102,0.134622091621253,0.0977039082867739,0.902296091713226,0.6567156163665757,0.0,marsh,,
7b9ead19,0.0259109772913768,0.2329109240112366,,0.0259109772913768,0.2329109240112366,0.1001112238221365,0.8998887761778633,0.4755462542259092,0.0,marsh,,
bac32223,0.0122275795565349,0.0773837887902914,,0.0122275795565349,0.0773837887902914,0.1364512090609984,0.8635487909390016,0.4961768580229063,0.0,marsh,,
5f2537fb,0.1272346147951074,0.0960128311936576,,0.1272346147951074,0.0960128311936576,0.5699264071379815,0.4300735928620185,0.5095499057694208,2.363186918600001,mixed,,
b11be902,0.0621538020571558,0.0998962896534829,,0.0621538020571558,0.0998962896534829,0.3835468490085115,0.6164531509914883,0.29978464468041,26.661760976503945,mixed,,
4055fb57,0.1004189074675959,0.077105683920787,,0.1004189074675959,0.077105683920787,0.5656619552380914,0.4343380447619085,0.597475260986901,0.0,mixed,,
6abec928,0.0243320078591953,0.1238578873673007,,0.0243320078591953,0.1238578873673007,0.1641947841450718,0.8358052158549281,0.2251137280047452,0.0,marsh,,
9820d7df,0.1068419956245245,0.0229848459658329,,0.1068419956245245,0.0229848459658329,0.8229576743586121,0.1770423256413879,0.7834754311808948,0.0,mangrove,,
ab165e76,0.002847671981845,0.1172433131487148,,0.002847671981845,0.1172433131487148,0.0237126207162769,0.9762873792837232,0.165197441077973,10.509345511398486,marsh,,
286cc7fc,0.3368118226588747,0.0,0.0014082990581676,0.3368118226588747,0.0,1.0,0.0,0.4092603213939713,38.389565322131055,mangrove,0.0,
52a8182e,0.2451851759881719,0.0042524090486061,0.0,0.2451851759881719,0.0042524090486061,0.9829520116305682,0.0170479883694317,0.3427047077006356,14.882820073481197,mangrove,0.0,
8ffb0cbc,0.286981321201891,2.62531283218542e-05,0.0,0.286981321201891,2.62531283218542e-05,0.9999085280993608,9.147190063928068e-05,0.364771752421215,99.99229356535372,mangrove,0.0,
a479a49f,0.2547215072111812,0.0305213486134909,0.0,0.2547215072111812,0.0305213486134909,0.8929987272590931,0.107001272740907,0.6794442507661227,0.0,mangrove,0.0,
af8bc475,0.0795863086020902,0.0150337509388119,0.0,0.0795863086020902,0.0150337509388119,0.841114547890205,0.158885452109795,0.4579985391662255,61.26556656181452,mangrove,0.000284556264274,
b5a61449,0.1887098934648584,0.0131953230103824,0.0,0.1887098934648584,0.0131953230103824,0.9346459529835848,0.0653540470164153,0.4007716219928459,0.0,mangrove,0.0,
3096ab9a,0.2003577447219642,0.0105986790206316,0.0,0.2003577447219642,0.0105986790206316,0.9497589178248304,0.0502410821751695,0.671975348060111,0.0,mangrove,,
5925e1f7,0.1227976870400461,0.0072386397461267,0.0006767928169154,0.1227976870400461,0.0072386397461267,0.9443337110096188,0.0556662889903811,0.3235566959020267,663.3892746240116,mangrove,,
3aee966b,0.1043173341480053,0.0545549498309087,,0.1043173341480053,0.0545549498309087,0.6566112825686484,0.3433887174313514,0.3523831542244849,0.0,mixed,,0.0
56dad4fd,0.0500690848398335,0.0841887797385318,,0.0500690848398335,0.0841887797385318,0.3729322300565013,0.6270677699434988,0.1687170732754302,34.726446603442035,mixed,,0.0
68bb7209,0.0912348627431533,0.03165278114918,,0.0912348627431533,0.03165278114918,0.7424250303235345,0.2575749696764655,0.5763259274876025,0.0,mixed,,0.0
9595edb4,0.0773749087744714,0.0600282655796388,,0.0773749087744714,0.0600282655796388,0.5631231529998262,0.4368768470001739,0.3347786681016159,26.556186473050868,mixed,,0.0
a7b5df75,0.0944246288822715,0.010232508991475,,0.0944246288822715,0.010232508991475,0.902228274159197,0.0977717258408028,0.4077337686625696,13.256973623929838,mangrove,,0.0
ac62b9c3,0.1480864901048478,0.0574441477138629,,0.1480864901048478,0.0574441477138629,0.7205081036894759,0.279491896310524,0.6134338469889002,0.0,mixed,,0.0
d0ca5be3,0.1377129328462162,0.1344809194220509,,0.1377129328462162,0.1344809194220509,0.5059369699154336,0.4940630300845664,0.4581399180598393,0.0,mixed,,0.000367800523115
4fc39c30,5.282884653819763e-05,0.2496667322839108,0.0,5.282884653819763e-05,0.2496667322839108,0.000211552696549,0.9997884473034508,0.3420859726266866,3.5289872626426138,marsh,,
80e424b0,7.869517211101987e-05,0.1774134413533304,0.001413792234678,7.869517211101987e-05,0.1774134413533304,0.0004433727242882,0.9995566272757118,0.4171658223326296,16.878160772029197,marsh,,
91daed95,0.0047041699453654,0.1515194560326799,0.0,0.0047041699453654,0.1515194560326799,0.0301117703286859,0.969888229671314,0.3269539349945055,10.770838001450416,marsh,,
da248fc9,0.0033540426672714,0.1642187237277378,0.0,0.0033540426672714,0.1642187237277378,0.0200154400946342,0.9799845599053656,0.3604887898832123,2.131005229963722,marsh,,
124ad590,0.0197511680059468,0.013691175733861,,0.0197511680059468,0.013691175733861,0.5906035820819616,0.4093964179180384,0.3489731549411949,369.8759049294739,mixed,,
77d490c5,0.0482815171783669,0.0220156426062772,,0.0482815171783669,0.0220156426062772,0.6868203114646119,0.3131796885353881,0.2965197662691374,12.646738575366497,mixed,,
7b9bfc39,0.1683126294904843,0.0008779179621178,,0.1683126294904843,0.0008779179621178,0.9948110696765504,0.0051889303234496,0.3772475108112469,0.0,mangrove,,
c5ec5e0f,0.0516306616398032,0.0987169082845292,,0.0516306616398032,0.0987169082845292,0.3434086873887495,0.6565913126112504,0.2115701422798478,0.0,mixed,,
05244dc3,0.074036624741842,0.0231589099640707,0.0132807914831096,0.074036624741842,0.0231589099640707,0.7617286634191238,0.2382713365808761,0.5817861041570201,0.0,mangrove,,
0d2059f3,0.0055811029571107,0.1826863833376749,,0.0055811029571107,0.1826863833376749,0.0296445396225874,0.9703554603774124,0.6160616363307553,11.597734172272965,marsh,,
22dc2bdf,0.0021059289261528,0.2175267638817556,,0.0021059289261528,0.2175267638817556,0.0095884128142739,0.990411587185726,0.7155645790000532,0.0,marsh,,
f7bb8461,0.0089951746202731,0.2059316990211903,,0.0089951746202731,0.2059316990211903,0.0418522563878109,0.9581477436121892,0.6364897534223746,32.12046272676752,marsh,,
4cb86d8e,0.0017341522404844,0.1233088490736699,,0.0017341522404844,0.1233088490736699,0.0138684470322939,0.9861315529677062,0.2410960110774677,2.291521799591838,marsh,,
b7d69942,0.0003435049878005,0.1795742564212447,,0.0003435049878005,0.1795742564212447,0.0019092333358884,0.9980907666641116,0.3404842978245005,185.2946096587261,marsh,,
f3f8f037,0.0002115206463182,0.1767451526205077,,0.0002115206463182,0.1767451526205077,0.0011953244961795,0.9988046755038203,0.3261949127515134,82.97889412216557,marsh,,
