site_date_key,Mangrove,Spartina,Spill Bank,edge_man,edge_mar,edge_l.mangrove,edge_l.marsh,land_water_ratio,fetch_distance,site_type,Plants,Refine,unclassified,Other
91daed95,0.011320912521959,0.1333159134326029,0.0,0.011320912521959,0.1333159134326029,0.0782713008754462,0.9217286991245538,0.2974218051921258,10.770838001450418,marsh,,,,
da248fc9,0.0023320333635245,0.1519451607419143,0.0,0.0023320333635245,0.1519451607419143,0.0151158658092444,0.9848841341907556,0.30996486717035,2.131005229963722,marsh,,,,
124ad590,0.0249045725050882,0.0286249605751705,,0.0249045725050882,0.0286249605751705,0.4652492011792428,0.534750798820757,0.343344133982864,369.8759049294739,mixed,,,,1.943895099187807e-06
77d490c5,0.0713914036964051,0.0282367773219289,,0.0713914036964051,0.0282367773219289,0.7165784115165901,0.2834215884834099,0.3747876577009575,12.646738575366497,mixed,,,,0.0
7b9bfc39,0.1643009083912308,0.0152925678123382,,0.1643009083912308,0.0152925678123382,0.9148489792858392,0.0851510207141608,0.4424311589175699,0.0,mangrove,,,,0.0
c5ec5e0f,0.0508068468364363,0.1046205807413074,,0.0508068468364363,0.1046205807413074,0.3268846922852347,0.6731153077147652,0.2795540980281972,0.0,mixed,,,,0.0
05244dc3,0.0518349001800469,0.0118950084306762,0.0149953770798935,0.0518349001800469,0.0118950084306762,0.8133528089090214,0.1866471910909784,0.401910093823297,0.0,mangrove,,,,
0d2059f3,0.0042609785978814,0.139427255816055,,0.0042609785978814,0.139427255816055,0.0296543319309392,0.9703456680690606,0.5622322379489465,11.597734172272965,marsh,,,,
22dc2bdf,0.0026498127893785,0.1718755315362588,,0.0026498127893785,0.1718755315362588,0.0151829684084989,0.984817031591501,0.7808271660823983,0.0,marsh,,,,
f7bb8461,0.0044603497660593,0.3103231209646945,,0.0044603497660593,0.3103231209646945,0.0141695806190357,0.9858304193809644,0.7347864327707515,32.12046272676752,marsh,,,,
4cb86d8e,0.001228777730907,0.1853447088617593,,0.001228777730907,0.1853447088617593,0.0065860254495311,0.9934139745504688,0.2004907668820508,2.291521799591838,marsh,,,,0.0
b7d69942,0.000305719933573,0.1181271989816553,,0.000305719933573,0.1181271989816553,0.0025813763299367,0.9974186236700632,0.2538112327175681,185.2946096587261,marsh,,,,0.0
f3f8f037,0.0016216694071717,0.1325568890255651,,0.0016216694071717,0.1325568890255651,0.0120859057222967,0.9879140942777032,0.299835650629197,82.97889412216557,marsh,,,,1.3680065088782338e-05
