"","edge","buffer","sp","best_model","aic","r.sq"
"33",1,300,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",368.401483377338,0.519277568569039
"34",1,300,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",367.766658325876,0.573505053112637
"35",3,300,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",372.794247733019,0.458774845371377
"36",3,300,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",374.614488452144,0.429813599061082
"37",3,300,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",373.578086951599,0.480909364264291
"38",5,300,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",379.030166838898,0.360721633701588
"39",5,300,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",379.542608832863,0.384886241309533
"40",1,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",369.012992929424,0.512432549071067
"41",1,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",370.761419079485,0.496922239784957
"42",1,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",370.967041120032,0.485951673275385
"43",3,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",375.532324947879,0.473371078081534
"44",3,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",374.375257867684,0.39828672772324
"45",3,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",376.101484261205,0.389817461619784
"46",5,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",376.50472367032,0.397446779676382
"47",5,400,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",377.881937944972,0.398174754103435
"48",1,500,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",378.376217417382,0.372491391140774
"49",1,500,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",379.54061765793,0.263616500253311
"50",1,500,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",380.25100323147,0.360541834674829
"51",3,500,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",378.854596553241,0.326797994128927
"52",3,500,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",379.920088855106,0.318542898434134
"53",5,500,"PALSP","PALSP ~ s(edge_perc, k = 4)",382.070639186201,0.198564878330387
"54",5,500,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",380.263226271509,0.318189952612897
"55",5,500,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",380.393261581657,0.328716546602269
"56",1,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",388.42839122258,0.11251765837266
"57",1,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",387.094496329856,0.150752793915633
"58",3,600,"PALSP","PALSP ~ s(edge_perc, k = 4)",387.105537487422,0.118510879936957
"59",3,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",386.568341327679,0.13512361478843
"60",3,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",387.586047882858,0.143539866054489
"61",3,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",388.392054768154,0.131432066874003
"62",3,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",387.288048742076,0.167182360832612
"63",5,600,"PALSP","PALSP ~ s(edge_perc, k = 4)",384.791095182251,0.168618924651102
"64",5,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",385.66635761356,0.167789666541482
"65",5,600,"PALSP","PALSP ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",386.70071805368,0.158935046246242
